frameCounter, trackingStatus, timeLogged, frameNumber
308,2,616770.9899, 1734
309,2,616771.0050, 1735
310,2,616771.0184, 1736
311,2,616771.0313, 1737
312,2,616771.0430, 1738
313,2,616771.0699, 1739
314,2,616771.0855, 1740
315,2,616771.1015, 1741
316,2,616771.1189, 1742
317,2,616771.1349, 1743
318,2,616771.1516, 1744
319,2,616771.1661, 1745
320,2,616771.1831, 1746
321,2,616771.1979, 1747
322,2,616771.2127, 1748
323,2,616771.2311, 1749
324,2,616771.2440, 1750
325,2,616771.2628, 1751
326,2,616771.2791, 1752
327,2,616771.2970, 1753
328,2,616771.3118, 1754
329,2,616771.3283, 1755
330,2,616771.3448, 1756
331,2,616771.3591, 1757
332,2,616771.3721, 1758
333,2,616771.3899, 1759
334,2,616771.4071, 1760
335,2,616771.4236, 1761
336,2,616771.4412, 1762
337,2,616771.4707, 1763
338,2,616771.4869, 1764
339,2,616771.5012, 1765
340,2,616771.5190, 1766
341,2,616771.5358, 1767
342,2,616771.5528, 1768
343,2,616771.5694, 1769
344,2,616771.5833, 1770
345,2,616771.5997, 1771
346,2,616771.6146, 1772
347,2,616771.6315, 1773
348,2,616771.6481, 1774
349,2,616771.6614, 1775
350,2,616771.6777, 1776
351,2,616771.6914, 1777
352,2,616771.7083, 1778
353,2,616771.7251, 1779
354,2,616771.7403, 1780
355,2,616771.7578, 1781
356,2,616771.7717, 1782
357,2,616771.7882, 1783
358,2,616771.8048, 1784
359,2,616771.8190, 1785
360,2,616771.8611, 1786
361,2,616771.8754, 1787
362,2,616771.8909, 1788
363,2,616771.9102, 1789
364,2,616771.9281, 1790
365,2,616771.9463, 1791
366,2,616771.9600, 1792
367,2,616771.9730, 1793
368,2,616771.9852, 1794
369,2,616771.9971, 1795
370,2,616772.0144, 1796
371,2,616772.0284, 1797
372,2,616772.0465, 1798
373,2,616772.0614, 1799
374,2,616772.0799, 1800
375,2,616772.0946, 1801
376,2,616772.1114, 1802
377,2,616772.1287, 1803
378,2,616772.1466, 1804
379,2,616772.1595, 1805
380,2,616772.1766, 1806
381,2,616772.1927, 1807
382,2,616772.2087, 1808
383,2,616772.2242, 1809
384,2,616772.2547, 1810
385,2,616772.2685, 1811
386,2,616772.2874, 1812
387,2,616772.3012, 1813
388,2,616772.3181, 1814
389,2,616772.3336, 1815
390,2,616772.3497, 1816
391,2,616772.3645, 1817
392,2,616772.3817, 1818
393,2,616772.3977, 1819
394,2,616772.4136, 1820
395,2,616772.4362, 1821
396,2,616772.4528, 1822
397,2,616772.4922, 1823
398,2,616772.5144, 1824
399,2,616772.5271, 1825
400,2,616772.5379, 1827
401,2,616772.5488, 1828
402,2,616772.5618, 1829
403,2,616772.5733, 1830
404,2,616772.5896, 1831
405,2,616772.6055, 1832
406,2,616772.6394, 1833
407,2,616772.6547, 1834
408,2,616772.6688, 1835
409,2,616772.6862, 1836
410,2,616772.7020, 1837
411,2,616772.7195, 1838
412,2,616772.7369, 1839
413,2,616772.7520, 1840
414,2,616772.7705, 1841
415,2,616772.7862, 1842
416,2,616772.8018, 1843
417,2,616772.8159, 1844
418,2,616772.8319, 1845
419,2,616772.8463, 1846
420,2,616772.8618, 1847
421,2,616772.8753, 1848
422,2,616772.8945, 1849
423,2,616772.9095, 1850
424,2,616772.9269, 1851
425,2,616772.9428, 1852
426,2,616772.9562, 1853
427,2,616772.9746, 1854
428,2,616772.9884, 1855
429,2,616773.0073, 1856
430,2,616773.0385, 1857
431,2,616773.0561, 1858
432,2,616773.0718, 1859
433,2,616773.0872, 1860
434,2,616773.1035, 1861
435,2,616773.1191, 1862
436,2,616773.1349, 1863
437,2,616773.1510, 1864
438,2,616773.1669, 1865
439,2,616773.1820, 1866
440,2,616773.1980, 1867
441,2,616773.2128, 1868
442,2,616773.2300, 1869
443,2,616773.2454, 1870
444,2,616773.2612, 1871
445,2,616773.2770, 1872
446,2,616773.2965, 1873
447,2,616773.3166, 1874
448,2,616773.3343, 1875
449,2,616773.3532, 1876
450,2,616773.3676, 1877
451,2,616773.3864, 1878
452,2,616773.3986, 1879
453,2,616773.4213, 1880
454,2,616773.4389, 1881
455,2,616773.4531, 1882
456,2,616773.4707, 1883
457,2,616773.4865, 1884
458,2,616773.5024, 1885
459,2,616773.5178, 1886
460,2,616773.5326, 1887
461,2,616773.5488, 1888
462,2,616773.5655, 1889
463,2,616773.5876, 1890
464,2,616773.6227, 1891
465,2,616773.6463, 1892
466,2,616773.6603, 1893
467,2,616773.6732, 1894
468,2,616773.6842, 1895
469,2,616773.6927, 1896
470,2,616773.7034, 1897
471,2,616773.7142, 1898
472,2,616773.7270, 1899
473,2,616773.7413, 1900
474,2,616773.7586, 1901
475,2,616773.7747, 1902
476,2,616773.7896, 1903
477,2,616773.8222, 1904
